trial_id,rmse,timestamp,checkpoint_dir_name,done,training_iteration,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,experiment_tag,config/mf_dim,config/mlp_layers,config/dropout,config/lr,config/weight_decay,config/batch_size
c73e0_00000,0.8824589645743959,1733931117,,True,1,2024-12-11_16-31-57,925.3836686611176,925.3836686611176,4124216,das8gpu6,10.36.97.83,925.3836686611176,1,"0_batch_size=512,dropout=0.1000,lr=0.0100,mf_dim=4,mlp_layers=8_4,weight_decay=0.0010",4,"[8, 4]",0.1,0.01,0.001,512
c73e0_00001,0.8916825067652128,1733931153,,True,1,2024-12-11_16-32-33,960.4439980983734,960.4439980983734,4124096,das8gpu6,10.36.97.83,960.4439980983734,1,"1_batch_size=1024,dropout=0.1000,lr=0.0100,mf_dim=4,mlp_layers=8_4,weight_decay=0.0010",4,"[8, 4]",0.1,0.01,0.001,1024
c73e0_00002,0.8696350840688061,1733930807,,True,1,2024-12-11_16-26-47,615.5632436275482,615.5632436275482,4123788,das8gpu6,10.36.97.83,615.5632436275482,1,"2_batch_size=2048,dropout=0.1000,lr=0.0100,mf_dim=4,mlp_layers=8_4,weight_decay=0.0010",4,"[8, 4]",0.1,0.01,0.001,2048
c73e0_00003,0.8762995232751114,1733930991,,True,1,2024-12-11_16-29-51,798.9882781505585,798.9882781505585,4124000,das8gpu6,10.36.97.83,798.9882781505585,1,"3_batch_size=4096,dropout=0.1000,lr=0.0100,mf_dim=4,mlp_layers=8_4,weight_decay=0.0010",4,"[8, 4]",0.1,0.01,0.001,4096
c73e0_00004,0.9086545950278277,1733931023,,True,1,2024-12-11_16-30-23,831.3392930030823,831.3392930030823,4124079,das8gpu6,10.36.97.83,831.3392930030823,1,"4_batch_size=512,dropout=0.1500,lr=0.0100,mf_dim=4,mlp_layers=8_4,weight_decay=0.0010",4,"[8, 4]",0.15,0.01,0.001,512
c73e0_00005,0.9000465787914205,1733931113,,True,1,2024-12-11_16-31-53,922.4288458824158,922.4288458824158,4124042,das8gpu6,10.36.97.83,922.4288458824158,1,"5_batch_size=1024,dropout=0.1500,lr=0.0100,mf_dim=4,mlp_layers=8_4,weight_decay=0.0010",4,"[8, 4]",0.15,0.01,0.001,1024
c73e0_00006,0.8763411910076124,1733930669,,True,1,2024-12-11_16-24-29,477.11478567123413,477.11478567123413,4125102,das8gpu6,10.36.97.83,477.11478567123413,1,"6_batch_size=2048,dropout=0.1500,lr=0.0100,mf_dim=4,mlp_layers=8_4,weight_decay=0.0010",4,"[8, 4]",0.15,0.01,0.001,2048
c73e0_00007,0.8690963155840201,1733931138,,True,1,2024-12-11_16-32-18,946.046950340271,946.046950340271,4123785,das8gpu6,10.36.97.83,946.046950340271,1,"7_batch_size=4096,dropout=0.1500,lr=0.0100,mf_dim=4,mlp_layers=8_4,weight_decay=0.0010",4,"[8, 4]",0.15,0.01,0.001,4096
c73e0_00008,0.9130035284607173,1733931071,,True,1,2024-12-11_16-31-11,880.0077919960022,880.0077919960022,4124003,das8gpu6,10.36.97.83,880.0077919960022,1,"8_batch_size=512,dropout=0.2000,lr=0.0100,mf_dim=4,mlp_layers=8_4,weight_decay=0.0010",4,"[8, 4]",0.2,0.01,0.001,512
c73e0_00009,0.8869471553298179,1733930891,,True,1,2024-12-11_16-28-11,696.6710343360901,696.6710343360901,4123784,das8gpu6,10.36.97.83,696.6710343360901,1,"9_batch_size=1024,dropout=0.2000,lr=0.0100,mf_dim=4,mlp_layers=8_4,weight_decay=0.0010",4,"[8, 4]",0.2,0.01,0.001,1024
c73e0_00010,0.8908501120385744,1733930787,,True,1,2024-12-11_16-26-27,595.6233386993408,595.6233386993408,4123789,das8gpu6,10.36.97.83,595.6233386993408,1,"10_batch_size=2048,dropout=0.2000,lr=0.0100,mf_dim=4,mlp_layers=8_4,weight_decay=0.0010",4,"[8, 4]",0.2,0.01,0.001,2048
c73e0_00011,0.89981549215485,1733931144,,True,1,2024-12-11_16-32-24,948.2027473449707,948.2027473449707,4123969,das8gpu6,10.36.97.83,948.2027473449707,1,"11_batch_size=4096,dropout=0.2000,lr=0.0100,mf_dim=4,mlp_layers=8_4,weight_decay=0.0010",4,"[8, 4]",0.2,0.01,0.001,4096
c73e0_00012,0.9051832889184214,1733930952,,True,1,2024-12-11_16-29-12,759.9493143558502,759.9493143558502,4123971,das8gpu6,10.36.97.83,759.9493143558502,1,"12_batch_size=512,dropout=0.2500,lr=0.0100,mf_dim=4,mlp_layers=8_4,weight_decay=0.0010",4,"[8, 4]",0.25,0.01,0.001,512
c73e0_00013,0.9089012907882156,1733930556,,True,1,2024-12-11_16-22-36,364.5036962032318,364.5036962032318,4123893,das8gpu6,10.36.97.83,364.5036962032318,1,"13_batch_size=1024,dropout=0.2500,lr=0.0100,mf_dim=4,mlp_layers=8_4,weight_decay=0.0010",4,"[8, 4]",0.25,0.01,0.001,1024
c73e0_00014,0.8948024288739665,1733930683,,True,1,2024-12-11_16-24-43,488.25064063072205,488.25064063072205,4123790,das8gpu6,10.36.97.83,488.25064063072205,1,"14_batch_size=2048,dropout=0.2500,lr=0.0100,mf_dim=4,mlp_layers=8_4,weight_decay=0.0010",4,"[8, 4]",0.25,0.01,0.001,2048
c73e0_00015,0.8803666270078727,1733930861,,True,1,2024-12-11_16-27-41,669.3917083740234,669.3917083740234,4123859,das8gpu6,10.36.97.83,669.3917083740234,1,"15_batch_size=4096,dropout=0.2500,lr=0.0100,mf_dim=4,mlp_layers=8_4,weight_decay=0.0010",4,"[8, 4]",0.25,0.01,0.001,4096
c73e0_00016,0.8895248275088097,1733930627,,True,1,2024-12-11_16-23-47,436.45544147491455,436.45544147491455,4124298,das8gpu6,10.36.97.83,436.45544147491455,1,"16_batch_size=512,dropout=0.1000,lr=0.0050,mf_dim=4,mlp_layers=8_4,weight_decay=0.0010",4,"[8, 4]",0.1,0.005,0.001,512
c73e0_00017,0.8715250893952007,1733930614,,True,1,2024-12-11_16-23-34,421.02188897132874,421.02188897132874,4124250,das8gpu6,10.36.97.83,421.02188897132874,1,"17_batch_size=1024,dropout=0.1000,lr=0.0050,mf_dim=4,mlp_layers=8_4,weight_decay=0.0010",4,"[8, 4]",0.1,0.005,0.001,1024
c73e0_00018,0.861814771820334,1733930842,,True,1,2024-12-11_16-27-22,646.1498246192932,646.1498246192932,4123787,das8gpu6,10.36.97.83,646.1498246192932,1,"18_batch_size=2048,dropout=0.1000,lr=0.0050,mf_dim=4,mlp_layers=8_4,weight_decay=0.0010",4,"[8, 4]",0.1,0.005,0.001,2048
c73e0_00019,0.8581644314502029,1733931117,,True,1,2024-12-11_16-31-57,921.0638718605042,921.0638718605042,4124658,das8gpu6,10.36.97.83,921.0638718605042,1,"19_batch_size=4096,dropout=0.1000,lr=0.0050,mf_dim=4,mlp_layers=8_4,weight_decay=0.0010",4,"[8, 4]",0.1,0.005,0.001,4096
c73e0_00020,0.8817820045107543,1733930645,,True,1,2024-12-11_16-24-05,451.50291562080383,451.50291562080383,4123928,das8gpu6,10.36.97.83,451.50291562080383,1,"20_batch_size=512,dropout=0.1500,lr=0.0050,mf_dim=4,mlp_layers=8_4,weight_decay=0.0010",4,"[8, 4]",0.15,0.005,0.001,512
c73e0_00021,0.87192336212896,1733930518,,True,1,2024-12-11_16-21-58,327.23327922821045,327.23327922821045,4123889,das8gpu6,10.36.97.83,327.23327922821045,1,"21_batch_size=1024,dropout=0.1500,lr=0.0050,mf_dim=4,mlp_layers=8_4,weight_decay=0.0010",4,"[8, 4]",0.15,0.005,0.001,1024
c73e0_00022,0.8663117974327106,1733930936,,True,1,2024-12-11_16-28-56,740.4303224086761,740.4303224086761,4124214,das8gpu6,10.36.97.83,740.4303224086761,1,"22_batch_size=2048,dropout=0.1500,lr=0.0050,mf_dim=4,mlp_layers=8_4,weight_decay=0.0010",4,"[8, 4]",0.15,0.005,0.001,2048
c73e0_00023,0.8728049196323169,1733931394,,True,1,2024-12-11_16-36-34,1202.8541316986084,1202.8541316986084,4123986,das8gpu6,10.36.97.83,1202.8541316986084,1,"23_batch_size=4096,dropout=0.1500,lr=0.0050,mf_dim=4,mlp_layers=8_4,weight_decay=0.0010",4,"[8, 4]",0.15,0.005,0.001,4096
c73e0_00024,0.8780269001639409,1733930535,,True,1,2024-12-11_16-22-15,339.52036476135254,339.52036476135254,4124478,das8gpu6,10.36.97.83,339.52036476135254,1,"24_batch_size=512,dropout=0.2000,lr=0.0050,mf_dim=4,mlp_layers=8_4,weight_decay=0.0010",4,"[8, 4]",0.2,0.005,0.001,512
c73e0_00025,0.8967524321804664,1733930635,,True,1,2024-12-11_16-23-55,443.6486876010895,443.6486876010895,4123970,das8gpu6,10.36.97.83,443.6486876010895,1,"25_batch_size=1024,dropout=0.2000,lr=0.0050,mf_dim=4,mlp_layers=8_4,weight_decay=0.0010",4,"[8, 4]",0.2,0.005,0.001,1024
c73e0_00026,0.882768724716667,1733930876,,True,1,2024-12-11_16-27-56,680.8869802951813,680.8869802951813,4125131,das8gpu6,10.36.97.83,680.8869802951813,1,"26_batch_size=2048,dropout=0.2000,lr=0.0050,mf_dim=4,mlp_layers=8_4,weight_decay=0.0010",4,"[8, 4]",0.2,0.005,0.001,2048
c73e0_00027,0.8811759166555507,1733931361,,True,1,2024-12-11_16-36-01,1169.8312871456146,1169.8312871456146,4125000,das8gpu6,10.36.97.83,1169.8312871456146,1,"27_batch_size=4096,dropout=0.2000,lr=0.0050,mf_dim=4,mlp_layers=8_4,weight_decay=0.0010",4,"[8, 4]",0.2,0.005,0.001,4096
c73e0_00028,0.8925674480308828,1733930641,,True,1,2024-12-11_16-24-01,448.7350523471832,448.7350523471832,4124001,das8gpu6,10.36.97.83,448.7350523471832,1,"28_batch_size=512,dropout=0.2500,lr=0.0050,mf_dim=4,mlp_layers=8_4,weight_decay=0.0010",4,"[8, 4]",0.25,0.005,0.001,512
c73e0_00029,0.8997762037289467,1733930766,,True,1,2024-12-11_16-26-06,574.5436623096466,574.5436623096466,4123824,das8gpu6,10.36.97.83,574.5436623096466,1,"29_batch_size=1024,dropout=0.2500,lr=0.0050,mf_dim=4,mlp_layers=8_4,weight_decay=0.0010",4,"[8, 4]",0.25,0.005,0.001,1024
c73e0_00030,0.8671771888463561,1733930962,,True,1,2024-12-11_16-29-22,765.7746849060059,765.7746849060059,4124115,das8gpu6,10.36.97.83,765.7746849060059,1,"30_batch_size=2048,dropout=0.2500,lr=0.0050,mf_dim=4,mlp_layers=8_4,weight_decay=0.0010",4,"[8, 4]",0.25,0.005,0.001,2048
c73e0_00031,0.8730447671954421,1733931131,,True,1,2024-12-11_16-32-11,939.8485624790192,939.8485624790192,4125487,das8gpu6,10.36.97.83,939.8485624790192,1,"31_batch_size=4096,dropout=0.2500,lr=0.0050,mf_dim=4,mlp_layers=8_4,weight_decay=0.0010",4,"[8, 4]",0.25,0.005,0.001,4096
c73e0_00032,0.8523036278670398,1733931086,,True,1,2024-12-11_16-31-26,892.2866957187653,892.2866957187653,4125630,das8gpu6,10.36.97.83,892.2866957187653,1,"32_batch_size=512,dropout=0.1000,lr=0.0010,mf_dim=4,mlp_layers=8_4,weight_decay=0.0010",4,"[8, 4]",0.1,0.001,0.001,512
c73e0_00033,0.8522393695753554,1733930793,,True,1,2024-12-11_16-26-33,600.8441143035889,600.8441143035889,4125644,das8gpu6,10.36.97.83,600.8441143035889,1,"33_batch_size=1024,dropout=0.1000,lr=0.0010,mf_dim=4,mlp_layers=8_4,weight_decay=0.0010",4,"[8, 4]",0.1,0.001,0.001,1024
c73e0_00034,0.8513870877248088,1733931323,,True,1,2024-12-11_16-35-23,1132.5971767902374,1132.5971767902374,4123895,das8gpu6,10.36.97.83,1132.5971767902374,1,"34_batch_size=2048,dropout=0.1000,lr=0.0010,mf_dim=4,mlp_layers=8_4,weight_decay=0.0010",4,"[8, 4]",0.1,0.001,0.001,2048
c73e0_00035,0.8516690443668905,1733933047,,True,1,2024-12-11_17-04-07,2855.9896121025085,2855.9896121025085,4125624,das8gpu6,10.36.97.83,2855.9896121025085,1,"35_batch_size=4096,dropout=0.1000,lr=0.0010,mf_dim=4,mlp_layers=8_4,weight_decay=0.0010",4,"[8, 4]",0.1,0.001,0.001,4096
c73e0_00036,0.8524988050256671,1733930747,,True,1,2024-12-11_16-25-47,551.3235290050507,551.3235290050507,4124040,das8gpu6,10.36.97.83,551.3235290050507,1,"36_batch_size=512,dropout=0.1500,lr=0.0010,mf_dim=4,mlp_layers=8_4,weight_decay=0.0010",4,"[8, 4]",0.15,0.001,0.001,512
c73e0_00037,0.864245899458855,1733931284,,True,1,2024-12-11_16-34-44,1089.7669942378998,1089.7669942378998,4123791,das8gpu6,10.36.97.83,1089.7669942378998,1,"37_batch_size=1024,dropout=0.1500,lr=0.0010,mf_dim=4,mlp_layers=8_4,weight_decay=0.0010",4,"[8, 4]",0.15,0.001,0.001,1024
c73e0_00038,0.8623054652105779,1733932381,,True,1,2024-12-11_16-53-01,2185.561363697052,2185.561363697052,4124239,das8gpu6,10.36.97.83,2185.561363697052,1,"38_batch_size=2048,dropout=0.1500,lr=0.0010,mf_dim=4,mlp_layers=8_4,weight_decay=0.0010",4,"[8, 4]",0.15,0.001,0.001,2048
c73e0_00039,0.8557220087446623,1733932103,,True,1,2024-12-11_16-48-23,1907.3317589759827,1907.3317589759827,4125622,das8gpu6,10.36.97.83,1907.3317589759827,1,"39_batch_size=4096,dropout=0.1500,lr=0.0010,mf_dim=4,mlp_layers=8_4,weight_decay=0.0010",4,"[8, 4]",0.15,0.001,0.001,4096
c73e0_00040,0.8579745832782302,1733930920,,True,1,2024-12-11_16-28-40,727.0399272441864,727.0399272441864,4125625,das8gpu6,10.36.97.83,727.0399272441864,1,"40_batch_size=512,dropout=0.2000,lr=0.0010,mf_dim=4,mlp_layers=8_4,weight_decay=0.0010",4,"[8, 4]",0.2,0.001,0.001,512
c73e0_00041,0.8596986109446475,1733931363,,True,1,2024-12-11_16-36-03,1167.6270349025726,1167.6270349025726,4124479,das8gpu6,10.36.97.83,1167.6270349025726,1,"41_batch_size=1024,dropout=0.2000,lr=0.0010,mf_dim=4,mlp_layers=8_4,weight_decay=0.0010",4,"[8, 4]",0.2,0.001,0.001,1024
c73e0_00042,0.8564868656182432,1733931719,,True,1,2024-12-11_16-41-59,1527.1444962024689,1527.1444962024689,4125164,das8gpu6,10.36.97.83,1527.1444962024689,1,"42_batch_size=2048,dropout=0.2000,lr=0.0010,mf_dim=4,mlp_layers=8_4,weight_decay=0.0010",4,"[8, 4]",0.2,0.001,0.001,2048
c73e0_00043,0.8555549471414007,1733932145,,True,1,2024-12-11_16-49-05,1949.8082265853882,1949.8082265853882,4124043,das8gpu6,10.36.97.83,1949.8082265853882,1,"43_batch_size=4096,dropout=0.2000,lr=0.0010,mf_dim=4,mlp_layers=8_4,weight_decay=0.0010",4,"[8, 4]",0.2,0.001,0.001,4096
c73e0_00044,0.8945603504494894,1733931410,,True,1,2024-12-11_16-36-50,1219.0404088497162,1219.0404088497162,4125638,das8gpu6,10.36.97.83,1219.0404088497162,1,"44_batch_size=512,dropout=0.2500,lr=0.0010,mf_dim=4,mlp_layers=8_4,weight_decay=0.0010",4,"[8, 4]",0.25,0.001,0.001,512
c73e0_00045,0.8534246143554188,1733930868,,True,1,2024-12-11_16-27-48,674.0636711120605,674.0636711120605,4123825,das8gpu6,10.36.97.83,674.0636711120605,1,"45_batch_size=1024,dropout=0.2500,lr=0.0010,mf_dim=4,mlp_layers=8_4,weight_decay=0.0010",4,"[8, 4]",0.25,0.001,0.001,1024
c73e0_00046,0.8614422189173242,1733931727,,True,1,2024-12-11_16-42-07,1535.2297945022583,1535.2297945022583,4123850,das8gpu6,10.36.97.83,1535.2297945022583,1,"46_batch_size=2048,dropout=0.2500,lr=0.0010,mf_dim=4,mlp_layers=8_4,weight_decay=0.0010",4,"[8, 4]",0.25,0.001,0.001,2048
c73e0_00047,0.8845491077511963,1733934369,,True,1,2024-12-11_17-26-09,4177.055500984192,4177.055500984192,4125631,das8gpu6,10.36.97.83,4177.055500984192,1,"47_batch_size=4096,dropout=0.2500,lr=0.0010,mf_dim=4,mlp_layers=8_4,weight_decay=0.0010",4,"[8, 4]",0.25,0.001,0.001,4096
c73e0_00048,0.885826722769655,1733931182,,True,1,2024-12-11_16-33-02,987.1022667884827,987.1022667884827,4125588,das8gpu6,10.36.97.83,987.1022667884827,1,"48_batch_size=512,dropout=0.1000,lr=0.0100,mf_dim=8,mlp_layers=8_4,weight_decay=0.0010",8,"[8, 4]",0.1,0.01,0.001,512
c73e0_00049,0.8921336737060506,1733930609,,True,1,2024-12-11_16-23-29,414.5376572608948,414.5376572608948,4125130,das8gpu6,10.36.97.83,414.5376572608948,1,"49_batch_size=1024,dropout=0.1000,lr=0.0100,mf_dim=8,mlp_layers=8_4,weight_decay=0.0010",8,"[8, 4]",0.1,0.01,0.001,1024
c73e0_00050,0.8783352311733331,1733930766,,True,1,2024-12-11_16-26-06,573.6939799785614,573.6939799785614,4125623,das8gpu6,10.36.97.83,573.6939799785614,1,"50_batch_size=2048,dropout=0.1000,lr=0.0100,mf_dim=8,mlp_layers=8_4,weight_decay=0.0010",8,"[8, 4]",0.1,0.01,0.001,2048
c73e0_00051,0.8636319918143123,1733931201,,True,1,2024-12-11_16-33-21,1007.1187660694122,1007.1187660694122,4125627,das8gpu6,10.36.97.83,1007.1187660694122,1,"51_batch_size=4096,dropout=0.1000,lr=0.0100,mf_dim=8,mlp_layers=8_4,weight_decay=0.0010",8,"[8, 4]",0.1,0.01,0.001,4096
c73e0_00052,0.8898653899417521,1733930995,,True,1,2024-12-11_16-29-55,801.2918446063995,801.2918446063995,4124399,das8gpu6,10.36.97.83,801.2918446063995,1,"52_batch_size=512,dropout=0.1500,lr=0.0100,mf_dim=8,mlp_layers=8_4,weight_decay=0.0010",8,"[8, 4]",0.15,0.01,0.001,512
c73e0_00053,0.8912155140415037,1733930725,,True,1,2024-12-11_16-25-25,532.6999039649963,532.6999039649963,4125293,das8gpu6,10.36.97.83,532.6999039649963,1,"53_batch_size=1024,dropout=0.1500,lr=0.0100,mf_dim=8,mlp_layers=8_4,weight_decay=0.0010",8,"[8, 4]",0.15,0.01,0.001,1024
c73e0_00054,0.9008061846071898,1733930903,,True,1,2024-12-11_16-28-23,707.420991897583,707.420991897583,4125649,das8gpu6,10.36.97.83,707.420991897583,1,"54_batch_size=2048,dropout=0.1500,lr=0.0100,mf_dim=8,mlp_layers=8_4,weight_decay=0.0010",8,"[8, 4]",0.15,0.01,0.001,2048
c73e0_00055,0.8692864800369323,1733931027,,True,1,2024-12-11_16-30-27,835.2801690101624,835.2801690101624,4124078,das8gpu6,10.36.97.83,835.2801690101624,1,"55_batch_size=4096,dropout=0.1500,lr=0.0100,mf_dim=8,mlp_layers=8_4,weight_decay=0.0010",8,"[8, 4]",0.15,0.01,0.001,4096
c73e0_00056,0.9244020791565619,1733930633,,True,1,2024-12-11_16-23-53,438.0348701477051,438.0348701477051,4125626,das8gpu6,10.36.97.83,438.0348701477051,1,"56_batch_size=512,dropout=0.2000,lr=0.0100,mf_dim=8,mlp_layers=8_4,weight_decay=0.0010",8,"[8, 4]",0.2,0.01,0.001,512
c73e0_00057,1.0994202365644279,1733930997,,True,1,2024-12-11_16-29-57,803.1715500354767,803.1715500354767,4124148,das8gpu6,10.36.97.83,803.1715500354767,1,"57_batch_size=1024,dropout=0.2000,lr=0.0100,mf_dim=8,mlp_layers=8_4,weight_decay=0.0010",8,"[8, 4]",0.2,0.01,0.001,1024
c73e0_00058,0.8792335432268017,1733930744,,True,1,2024-12-11_16-25-44,552.9284563064575,552.9284563064575,4124080,das8gpu6,10.36.97.83,552.9284563064575,1,"58_batch_size=2048,dropout=0.2000,lr=0.0100,mf_dim=8,mlp_layers=8_4,weight_decay=0.0010",8,"[8, 4]",0.2,0.01,0.001,2048
c73e0_00059,0.8672245065302079,1733931275,,True,1,2024-12-11_16-34-35,1079.3036818504333,1079.3036818504333,4124536,das8gpu6,10.36.97.83,1079.3036818504333,1,"59_batch_size=4096,dropout=0.2000,lr=0.0100,mf_dim=8,mlp_layers=8_4,weight_decay=0.0010",8,"[8, 4]",0.2,0.01,0.001,4096
c73e0_00060,0.9054715878933398,1733931117,,True,1,2024-12-11_16-31-57,924.9067554473877,924.9067554473877,4125641,das8gpu6,10.36.97.83,924.9067554473877,1,"60_batch_size=512,dropout=0.2500,lr=0.0100,mf_dim=8,mlp_layers=8_4,weight_decay=0.0010",8,"[8, 4]",0.25,0.01,0.001,512
c73e0_00061,0.8958525525774165,1733931193,,True,1,2024-12-11_16-33-13,1001.7207882404327,1001.7207882404327,4124580,das8gpu6,10.36.97.83,1001.7207882404327,1,"61_batch_size=1024,dropout=0.2500,lr=0.0100,mf_dim=8,mlp_layers=8_4,weight_decay=0.0010",8,"[8, 4]",0.25,0.01,0.001,1024
c73e0_00062,0.916026585755319,1733931349,,True,1,2024-12-11_16-35-49,1155.6576135158539,1155.6576135158539,4125655,das8gpu6,10.36.97.83,1155.6576135158539,1,"62_batch_size=2048,dropout=0.2500,lr=0.0100,mf_dim=8,mlp_layers=8_4,weight_decay=0.0010",8,"[8, 4]",0.25,0.01,0.001,2048
c73e0_00063,0.8791046234464039,1733930969,,True,1,2024-12-11_16-29-29,777.1154451370239,777.1154451370239,4125652,das8gpu6,10.36.97.83,777.1154451370239,1,"63_batch_size=4096,dropout=0.2500,lr=0.0100,mf_dim=8,mlp_layers=8_4,weight_decay=0.0010",8,"[8, 4]",0.25,0.01,0.001,4096
c73e0_00064,0.8848790876582703,1733930601,,True,1,2024-12-11_16-23-21,406.6748847961426,406.6748847961426,4125642,das8gpu6,10.36.97.83,406.6748847961426,1,"64_batch_size=512,dropout=0.1000,lr=0.0050,mf_dim=8,mlp_layers=8_4,weight_decay=0.0010",8,"[8, 4]",0.1,0.005,0.001,512
c73e0_00065,0.8683459762658374,1733930716,,True,1,2024-12-11_16-25-16,522.463324546814,522.463324546814,4124041,das8gpu6,10.36.97.83,522.463324546814,1,"65_batch_size=1024,dropout=0.1000,lr=0.0050,mf_dim=8,mlp_layers=8_4,weight_decay=0.0010",8,"[8, 4]",0.1,0.005,0.001,1024
c73e0_00066,0.8645679642992667,1733930858,,True,1,2024-12-11_16-27-38,664.5297079086304,664.5297079086304,4125629,das8gpu6,10.36.97.83,664.5297079086304,1,"66_batch_size=2048,dropout=0.1000,lr=0.0050,mf_dim=8,mlp_layers=8_4,weight_decay=0.0010",8,"[8, 4]",0.1,0.005,0.001,2048
c73e0_00067,0.858114316780732,1733931741,,True,1,2024-12-11_16-42-21,1548.9881691932678,1548.9881691932678,4125673,das8gpu6,10.36.97.83,1548.9881691932678,1,"67_batch_size=4096,dropout=0.1000,lr=0.0050,mf_dim=8,mlp_layers=8_4,weight_decay=0.0010",8,"[8, 4]",0.1,0.005,0.001,4096
c73e0_00068,0.9021725165058075,1733930610,,True,1,2024-12-11_16-23-30,413.47967505455017,413.47967505455017,4124045,das8gpu6,10.36.97.83,413.47967505455017,1,"68_batch_size=512,dropout=0.1500,lr=0.0050,mf_dim=8,mlp_layers=8_4,weight_decay=0.0010",8,"[8, 4]",0.15,0.005,0.001,512
c73e0_00069,0.8838078511469694,1733930796,,True,1,2024-12-11_16-26-36,599.9592461585999,599.9592461585999,4124044,das8gpu6,10.36.97.83,599.9592461585999,1,"69_batch_size=1024,dropout=0.1500,lr=0.0050,mf_dim=8,mlp_layers=8_4,weight_decay=0.0010",8,"[8, 4]",0.15,0.005,0.001,1024
c73e0_00070,0.873798481001421,1733930990,,True,1,2024-12-11_16-29-50,798.5508260726929,798.5508260726929,4125661,das8gpu6,10.36.97.83,798.5508260726929,1,"70_batch_size=2048,dropout=0.1500,lr=0.0050,mf_dim=8,mlp_layers=8_4,weight_decay=0.0010",8,"[8, 4]",0.15,0.005,0.001,2048
c73e0_00071,0.8750706095952165,1733931374,,True,1,2024-12-11_16-36-14,1178.5388810634613,1178.5388810634613,4125587,das8gpu6,10.36.97.83,1178.5388810634613,1,"71_batch_size=4096,dropout=0.1500,lr=0.0050,mf_dim=8,mlp_layers=8_4,weight_decay=0.0010",8,"[8, 4]",0.15,0.005,0.001,4096
c73e0_00072,0.8913154283238325,1733930708,,True,1,2024-12-11_16-25-08,513.3919589519501,513.3919589519501,4125648,das8gpu6,10.36.97.83,513.3919589519501,1,"72_batch_size=512,dropout=0.2000,lr=0.0050,mf_dim=8,mlp_layers=8_4,weight_decay=0.0010",8,"[8, 4]",0.2,0.005,0.001,512
c73e0_00073,0.8744412243450009,1733930634,,True,1,2024-12-11_16-23-54,437.7116482257843,437.7116482257843,4123786,das8gpu6,10.36.97.83,437.7116482257843,1,"73_batch_size=1024,dropout=0.2000,lr=0.0050,mf_dim=8,mlp_layers=8_4,weight_decay=0.0010",8,"[8, 4]",0.2,0.005,0.001,1024
c73e0_00074,0.8662580428637715,1733930793,,True,1,2024-12-11_16-26-33,601.3209071159363,601.3209071159363,4125635,das8gpu6,10.36.97.83,601.3209071159363,1,"74_batch_size=2048,dropout=0.2000,lr=0.0050,mf_dim=8,mlp_layers=8_4,weight_decay=0.0010",8,"[8, 4]",0.2,0.005,0.001,2048
c73e0_00075,0.8633725135582953,1733931175,,True,1,2024-12-11_16-32-55,982.3274993896484,982.3274993896484,4124513,das8gpu6,10.36.97.83,982.3274993896484,1,"75_batch_size=4096,dropout=0.2000,lr=0.0050,mf_dim=8,mlp_layers=8_4,weight_decay=0.0010",8,"[8, 4]",0.2,0.005,0.001,4096
c73e0_00076,0.9162908645405954,1733930770,,True,1,2024-12-11_16-26-10,575.5387353897095,575.5387353897095,4124477,das8gpu6,10.36.97.83,575.5387353897095,1,"76_batch_size=512,dropout=0.2500,lr=0.0050,mf_dim=8,mlp_layers=8_4,weight_decay=0.0010",8,"[8, 4]",0.25,0.005,0.001,512
c73e0_00077,0.8834780296957464,1733930651,,True,1,2024-12-11_16-24-11,457.2285408973694,457.2285408973694,4125674,das8gpu6,10.36.97.83,457.2285408973694,1,"77_batch_size=1024,dropout=0.2500,lr=0.0050,mf_dim=8,mlp_layers=8_4,weight_decay=0.0010",8,"[8, 4]",0.25,0.005,0.001,1024
c73e0_00078,0.8799033163884576,1733930768,,True,1,2024-12-11_16-26-08,574.5849294662476,574.5849294662476,4125639,das8gpu6,10.36.97.83,574.5849294662476,1,"78_batch_size=2048,dropout=0.2500,lr=0.0050,mf_dim=8,mlp_layers=8_4,weight_decay=0.0010",8,"[8, 4]",0.25,0.005,0.001,2048
c73e0_00079,0.8658410718594666,1733931406,,True,1,2024-12-11_16-36-46,1213.1223838329315,1213.1223838329315,4125634,das8gpu6,10.36.97.83,1213.1223838329315,1,"79_batch_size=4096,dropout=0.2500,lr=0.0050,mf_dim=8,mlp_layers=8_4,weight_decay=0.0010",8,"[8, 4]",0.25,0.005,0.001,4096
c73e0_00080,0.8524807554740894,1733930933,,True,1,2024-12-11_16-28-53,737.2786898612976,737.2786898612976,4125669,das8gpu6,10.36.97.83,737.2786898612976,1,"80_batch_size=512,dropout=0.1000,lr=0.0010,mf_dim=8,mlp_layers=8_4,weight_decay=0.0010",8,"[8, 4]",0.1,0.001,0.001,512
c73e0_00081,0.850548834939932,1733931075,,True,1,2024-12-11_16-31-15,882.3191645145416,882.3191645145416,4125682,das8gpu6,10.36.97.83,882.3191645145416,1,"81_batch_size=1024,dropout=0.1000,lr=0.0010,mf_dim=8,mlp_layers=8_4,weight_decay=0.0010",8,"[8, 4]",0.1,0.001,0.001,1024
