,split0_test_rmse,split1_test_rmse,split2_test_rmse,split3_test_rmse,split4_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,split0_test_mae,split1_test_mae,split2_test_mae,split3_test_mae,split4_test_mae,mean_test_mae,std_test_mae,rank_test_mae,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_k,param_sim_options,param_verbose
0,1.046613351676714,1.0530024647088023,1.0543203752763042,1.0491069966216782,1.0566222962145566,1.051933096899611,0.003608816088190571,45,0.7814235671638927,0.7866476130211499,0.7874404290452178,0.7853135069894132,0.7900979863156941,0.7861846205070735,0.002847185164400479,45,15.744377183914185,3.0437821264850884,1.846072244644165,0.3251696370612402,"{'k': 20, 'sim_options': {'name': 'msd', 'min_support': 1, 'user_based': True}, 'verbose': False}",20,"{'name': 'msd', 'min_support': 1, 'user_based': True}",False
1,1.0696179857538506,1.070743721246362,1.0735777347606217,1.0644111836036052,1.069448605323296,1.069559846137547,0.002968820300485016,51,0.808720509668241,0.8071418526740017,0.8092229169243911,0.8018823762499908,0.805070260655223,0.8064075832343696,0.0026862916452542805,51,29.156407833099365,0.43170223506860034,3.2849427223205567,0.1531068696770688,"{'k': 20, 'sim_options': {'name': 'msd', 'min_support': 1, 'user_based': False}, 'verbose': False}",20,"{'name': 'msd', 'min_support': 1, 'user_based': False}",False
2,1.0475812778965168,1.0460390208734727,1.051239926357745,1.0440767109514368,1.0530559261827506,1.0483985724523843,0.003306907215608928,39,0.7835408768214096,0.78241896683698,0.7848440690308114,0.7808730830379668,0.784787851748431,0.7832929694951198,0.0015047771845202724,36,15.556092977523804,0.9255889164304963,1.6560192108154297,0.192626485080599,"{'k': 20, 'sim_options': {'name': 'msd', 'min_support': 2, 'user_based': True}, 'verbose': False}",20,"{'name': 'msd', 'min_support': 2, 'user_based': True}",False
3,1.0799170585470643,1.0811727813598997,1.0806399738324421,1.0775012267208712,1.0814151623709072,1.080129240566237,0.001411020816690337,57,0.8233274697819293,0.8235477172925432,0.8216067716219033,0.822220307104924,0.8220915744315944,0.8225587680465788,0.0007494058772824318,54,26.477754497528075,0.921618323528167,3.132907772064209,0.3548211366949434,"{'k': 20, 'sim_options': {'name': 'msd', 'min_support': 2, 'user_based': False}, 'verbose': False}",20,"{'name': 'msd', 'min_support': 2, 'user_based': False}",False
4,1.037371660589924,1.0390379795505555,1.0415876124605767,1.0372942350111103,1.0445812666006085,1.0399745508425549,0.002780650796758398,33,0.7759082020890854,0.7765451402987883,0.7774596132205343,0.774989989311594,0.7793330513599739,0.7768471992559951,0.0014816676832200856,30,15.319560050964355,1.3243802351859404,1.9287590026855468,0.21154498413905856,"{'k': 20, 'sim_options': {'name': 'msd', 'min_support': 3, 'user_based': True}, 'verbose': False}",20,"{'name': 'msd', 'min_support': 3, 'user_based': True}",False
5,1.0817973072710942,1.081122944778745,1.081795930639766,1.077947285695266,1.081588780019031,1.0808504496807803,0.0014722920860836227,73,0.8314545535337078,0.828571995786046,0.8287099344280261,0.8293723347553527,0.8296801439597381,0.8295577924925741,0.0010332207261951084,64,25.927970600128173,0.6949986638809269,3.096626901626587,0.10519923131035105,"{'k': 20, 'sim_options': {'name': 'msd', 'min_support': 3, 'user_based': False}, 'verbose': False}",20,"{'name': 'msd', 'min_support': 3, 'user_based': False}",False
6,1.030323480070563,1.0334506581494378,1.0375445104637642,1.0318687395390576,1.0371672054347254,1.0340709187315096,0.002861134172799193,27,0.770712163717053,0.7715432101714202,0.773307325425184,0.7709971162735103,0.7735109342403389,0.7720141499655012,0.0011716634283248002,24,15.543023061752319,1.006071136007295,1.591517162322998,0.10106691744644689,"{'k': 20, 'sim_options': {'name': 'msd', 'min_support': 4, 'user_based': True}, 'verbose': False}",20,"{'name': 'msd', 'min_support': 4, 'user_based': True}",False
7,1.082645172191427,1.0805968033788793,1.0832010461342405,1.0794031432661768,1.0819422280612474,1.0815576786063943,0.0013853866714670286,84,0.8360896732846259,0.8328162374554302,0.8348986434632919,0.8344548723286377,0.8333491216485268,0.8343217096361025,0.0011566031546294132,78,24.40640926361084,0.2856544508354134,3.0020257949829103,0.2493000545540509,"{'k': 20, 'sim_options': {'name': 'msd', 'min_support': 4, 'user_based': False}, 'verbose': False}",20,"{'name': 'msd', 'min_support': 4, 'user_based': False}",False
8,1.0259937476222631,1.0291330595804487,1.0320736022878576,1.029343130700025,1.0320849389341802,1.029725695824955,0.002258481967501919,15,0.7666423746539014,0.7680401588930589,0.7687790422003437,0.769529283672821,0.7695190689498307,0.7685019856739912,0.0010805551359197186,12,14.278957033157349,0.8850749416343283,1.7433725357055665,0.14306701642475628,"{'k': 20, 'sim_options': {'name': 'msd', 'min_support': 5, 'user_based': True}, 'verbose': False}",20,"{'name': 'msd', 'min_support': 5, 'user_based': True}",False
9,1.0825378048451293,1.0804145419789521,1.0830523412865678,1.0799231495895403,1.0834794881233458,1.081881465164707,0.0014382123327258143,88,0.8379553855269293,0.8347235458993749,0.8366823065596249,0.8370118146728451,0.8367922595737763,0.8366330624465101,0.0010550842364240266,88,23.036802196502684,0.6052345039383984,3.1801919460296633,0.25435339422346115,"{'k': 20, 'sim_options': {'name': 'msd', 'min_support': 5, 'user_based': False}, 'verbose': False}",20,"{'name': 'msd', 'min_support': 5, 'user_based': False}",False
