,split0_test_rmse,split1_test_rmse,split2_test_rmse,split3_test_rmse,split4_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,split0_test_mae,split1_test_mae,split2_test_mae,split3_test_mae,split4_test_mae,mean_test_mae,std_test_mae,rank_test_mae,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_k,param_sim_options,param_verbose
0,1.0564537031939976,1.0392896702654186,1.0541391432795966,1.051488371133571,1.0422271428312098,1.0487196061407587,0.0067517326672854655,43,0.7857416089251419,0.7733841071387538,0.7852135953359346,0.77997889477354,0.7737552314498021,0.7796146875246344,0.005332409190701696,43,16.24496340751648,2.7209981711318303,2.1775928497314454,0.3938423984982292,"{'k': 20, 'sim_options': {'name': 'msd', 'min_support': 1, 'user_based': True}, 'verbose': False}",20,"{'name': 'msd', 'min_support': 1, 'user_based': True}",False
1,1.077410643775716,1.0639328470694147,1.0809864062552978,1.0694750604592105,1.0735375983072801,1.073068511173384,0.005968927331763463,51,0.8139504729681308,0.8063418402753076,0.8189613180450862,0.8036793707102575,0.8123748265144861,0.8110615657026535,0.005463499560455464,51,28.26931748390198,0.537749963506271,3.569758987426758,0.2238541630846141,"{'k': 20, 'sim_options': {'name': 'msd', 'min_support': 1, 'user_based': False}, 'verbose': False}",20,"{'name': 'msd', 'min_support': 1, 'user_based': False}",False
2,1.050326227650921,1.03297521071832,1.0468864599446268,1.0453589501726082,1.0367739608182192,1.0424641618609392,0.006514095177228386,37,0.7830661784904978,0.770388663578815,0.7819517944050953,0.7776433877174252,0.7694309509106814,0.7764961950205029,0.005682673898221107,39,16.15143690109253,1.0104372224577318,1.8196159839630126,0.17596472475023914,"{'k': 20, 'sim_options': {'name': 'msd', 'min_support': 2, 'user_based': True}, 'verbose': False}",20,"{'name': 'msd', 'min_support': 2, 'user_based': True}",False
3,1.0832318993147623,1.0751911041327666,1.0861995092520564,1.07617184810622,1.0791423649461196,1.0799873451503852,0.004180766716533965,66,0.8236274861091739,0.821982682878003,0.8287090126166806,0.8170982211014985,0.8243026862717893,0.823144017795429,0.0037535523990970716,55,26.746819686889648,0.5099135677618176,3.1019403457641603,0.27090044409008923,"{'k': 20, 'sim_options': {'name': 'msd', 'min_support': 2, 'user_based': False}, 'verbose': False}",20,"{'name': 'msd', 'min_support': 2, 'user_based': False}",False
4,1.043502091317757,1.0260895081747896,1.038902589080574,1.0351967639694302,1.0255241427467643,1.0338430190578631,0.007071777500960596,31,0.7796572741041831,0.7644341071986784,0.7759854540602692,0.77100143968049,0.7625237524805257,0.7707204055048293,0.006547824127996787,30,15.124070024490356,1.1070255904207442,1.8576012134552002,0.2189328103293063,"{'k': 20, 'sim_options': {'name': 'msd', 'min_support': 3, 'user_based': True}, 'verbose': False}",20,"{'name': 'msd', 'min_support': 3, 'user_based': True}",False
5,1.085720114807976,1.0738281618763108,1.0860348484400257,1.0811013862099301,1.076102105616511,1.0805573233901506,0.004941341525086988,76,0.8315459628007239,0.8281330349293728,0.8349189194833365,0.8276439356143591,0.8274222299503765,0.8299328165556338,0.002906705976935,64,24.549847316741943,0.5005970313791287,3.1284421920776366,0.49430532096326135,"{'k': 20, 'sim_options': {'name': 'msd', 'min_support': 3, 'user_based': False}, 'verbose': False}",20,"{'name': 'msd', 'min_support': 3, 'user_based': False}",False
6,1.0379949596747193,1.020280937995796,1.033135370824164,1.0311633084418665,1.0214422510300665,1.0288033655933224,0.00686496585707551,21,0.7761685440523901,0.7603250505257226,0.7731835137277817,0.7680093037800364,0.7600026193362437,0.7675378062844349,0.0065633656735314795,24,15.90386323928833,1.827394319462031,1.5522239685058594,0.28143098348447343,"{'k': 20, 'sim_options': {'name': 'msd', 'min_support': 4, 'user_based': True}, 'verbose': False}",20,"{'name': 'msd', 'min_support': 4, 'user_based': True}",False
7,1.0840877025163107,1.0752822157406725,1.0874117193959545,1.0808230899397422,1.0762385117503888,1.0807686478686138,0.004599403390767659,89,0.8349846476720794,0.8329763207986227,0.8395602184789416,0.8311969298031323,0.832452909481383,0.8342342052468318,0.002929502032502182,78,24.09833836555481,0.6653938351480229,3.2947010517120363,0.29715718550562814,"{'k': 20, 'sim_options': {'name': 'msd', 'min_support': 4, 'user_based': False}, 'verbose': False}",20,"{'name': 'msd', 'min_support': 4, 'user_based': False}",False
8,1.0326161167165795,1.0180383390994232,1.0291870008348092,1.0276311299945728,1.0188779981274658,1.02527011695457,0.0057972039545939,15,0.7726102384367798,0.7580727920493479,0.7703431629684336,0.76444775505218,0.7582631558695806,0.7647474208752644,0.005997039132974826,15,15.394199419021607,1.0557418524590405,1.5348060607910157,0.301426982206706,"{'k': 20, 'sim_options': {'name': 'msd', 'min_support': 5, 'user_based': True}, 'verbose': False}",20,"{'name': 'msd', 'min_support': 5, 'user_based': True}",False
9,1.0837828540906067,1.0752745738833303,1.0861330932495015,1.0807107504903675,1.0764329604803082,1.080466846438823,0.004156769877426404,73,0.8370185379124719,0.8351217974078751,0.8413340299014495,0.8333711104343952,0.8343990819967146,0.8362489115305813,0.0028080152532570834,85,22.532064771652223,0.8401132190500552,3.0809237480163576,0.18847942164449286,"{'k': 20, 'sim_options': {'name': 'msd', 'min_support': 5, 'user_based': False}, 'verbose': False}",20,"{'name': 'msd', 'min_support': 5, 'user_based': False}",False
